"bpid","mlbid","Name","Age","Season","Team","Games","Innings","Fielded Plays","RDA Outs","Range Out Score","Attempt Range","THR Opps","THR Rate","RDA","THR","CDA","DRP"
105454,660670,"Ronald Acuña Jr.",27,2025,"ATL",91,779.7,301,-6.3,-3.6,,37,0,-5.2,0,0,-5.2
105636,660644,"Vidal Bruján",27,2025,,49,194,72,-0.1,-0.1,0.3,5,0,-0.1,0,0,-0.1
105737,661403,"Emmanuel Clase",27,2025,"CLE",48,47.3,7,0,-0.5,,,,0,,0,0
105764,661388,"William Contreras",27,2025,"MIL",129,1113.7,45,0,0.1,,,,0,,1.5,1.5
105834,660787,"Yerry De los Santos",27,2025,"NYY",25,35.7,6,0,0,,,,0,,0,0
105894,661395,"Jhoan Duran",27,2025,,72,70,12,0,-0.6,,,,0,,0,0
106040,661563,"Luis Gil",27,2025,"NYY",11,57,2,0,-0.4,,,,0,,0,0
106066,660757,"Oscar Gonzalez",27,2025,"SD",18,120,40,-0.4,-1.8,,17,0.001,-0.3,0,0,-0.3
106217,663330,"Jahmai Jones",27,2025,"DET",29,80,34,-0.1,-0.5,,1,-0.031,-0.1,0,0,-0.1
106668,663969,"Tyler Phillips",27,2025,"MIA",54,77.7,12,0,0.1,,,,0,,0,0
106721,660604,"Alan Rangel",27,2025,"PHI",5,11,1,0,-0.1,,,,0,,0,0
106748,660844,"Leo Rivas",27,2025,"SEA",41,251.3,87,0.3,0.3,1.3,,,0.2,,0,0.2
106774,660730,"Elvin Rodríguez",27,2025,,7,19.7,3,0,-0.5,,,,0,,0,0
106844,660821,"Jesús Sánchez",27,2025,,128,977.7,374,0,0,,88,-0.002,0,-0.2,0,-0.2
106940,647336,"Michael Soroka",27,2025,,22,89.7,5,0,-0.1,,,,0,,0,0
106975,660761,"José Suarez",27,2025,"ATL",7,19.3,1,0,-0.3,,,,0,,0,0
107170,663465,"Kolby Allard",27,2025,"CLE",33,65,4,0,-0.1,,,,0,,0,0
107172,663474,"Triston McKenzie",27,2025,"CLE",4,5.7,,,,,,,,,0,
107415,666018,"Jonathan Aranda",27,2025,"TB",93,765.7,159,-0.3,-0.2,-2.4,,,-0.2,,0,-0.2
107428,665871,"Javier Assad",27,2025,"CHC",8,37,3,0,-0.1,,,,0,,0,0
107480,666181,"Will Benson",27,2025,"CIN",82,573,245,2.9,2,,42,0,2.4,0,0,2.4
107491,666182,"Bo Bichette",27,2025,"TOR",132,1139,348,-4.1,-1.3,-1,1,0.001,-3,0,0,-3
107559,665795,"Edward Cabrera",27,2025,"MIA",26,137.7,15,0,0.3,,,,0,,0,0
107632,665862,"Jazz Chisholm Jr.",27,2025,"NYY",129,1089,372,1.8,0.5,4.8,,,1.3,,0,1.3
107732,666808,"Camilo Doval",27,2025,,69,65.3,7,0,0.2,,,,0,,0,0
107982,669087,"Sam Huff",27,2025,"SF",20,148.3,2,0,-0.2,,,,0,,-0.2,-0.2
108051,666198,"Carter Kieboom",27,2025,"LAA",3,18,2,0,-0.3,-1,,,0,,0,0
108118,666139,"Josh Lowe",27,2025,"TB",103,854.3,297,2.4,1.4,,32,0.004,2,0.1,0,2.1
108127,666158,"Gavin Lux",27,2025,"CIN",75,549,187,-4.9,-4.4,-0.2,29,-0.003,-4,-0.1,0,-4.1
108236,669304,"Jose Miranda",27,2025,"MIN",12,81,24,-0.3,-1.5,-2,,,-0.2,,0,-0.2
108243,666160,"Mickey Moniak",27,2025,"COL",117,887,437,-4.4,-1.7,,92,-0.007,-3.7,-0.6,0,-4.3
108464,669308,"Sean Reynolds",27,2025,"SD",19,27,5,0,0.5,,,,0,,0,0
108516,666163,"Ben Rortvedt",27,2025,,44,325,7,0,-0.4,,,,0,,0.7,0.7
108682,666211,"Taylor Trammell",27,2025,"HOU",49,302.3,133,0.1,0.3,,,,0.1,,0,0.1
108756,666214,"Joey Wentz",27,2025,,39,98,7,0,-0.6,,,,0,,0,0
108822,666120,"Ian Anderson",27,2025,"LAA",7,9.3,2,0,-0.5,,,,0,,0,0
108947,666134,"Nolan Jones",27,2025,"CLE",130,892,341,-6,-2.8,,52,0.002,-5,0.1,0,-4.9
108952,668820,"Max Kranick",27,2025,"NYM",24,37,4,0,-0.4,,,,0,,0,0
108971,669160,"Dustin May",27,2025,,25,132.3,7,0,-0.1,,,,0,,0,0
108975,668834,"Easton McGee",27,2025,"MIL",9,14.7,1,0,-0.1,,,,0,,0,0
109005,670912,"Johan Oviedo",27,2025,"PIT",9,40.3,2,0,-0.3,,,,0,,0,0
109094,670955,"Edwin Uceta",27,2025,"TB",70,76,7,0,0.5,,1,0,0,0,0,0
109107,666215,"Forrest Whitley",27,2025,,10,12,,,,,,,,,0,
109108,669060,"Bryse Wilson",27,2025,"CWS",20,47.3,3,0,-1.1,,,,0,,0,0
109122,669016,"Brandon Marsh",27,2025,"PHI",131,952,403,-10.8,-4.1,,65,0.002,-9,0.1,0,-8.8
109131,666142,"Cole Ragans",27,2025,"KC",13,61.7,1,0,-0.3,,,,0,,0,0
109135,666200,"Jesús Luzardo",27,2025,"PHI",32,183.7,20,0,0.3,,,,0,,0,0
109236,671305,"Michel Otañez",27,2025,"ATH",6,5.3,,,,,,,,,0,
109267,666168,"Mason Thompson",27,2025,"WSH",14,10.7,,,,,,,,,0,
109278,670174,"Josh Winckowski",27,2025,"BOS",6,11.7,1,0,-0.4,,,,0,,0,0
109477,675989,"Cody Bolton",27,2025,"CLE",1,2,,,,,,,,,0,
109526,676130,"José Buttó",27,2025,,55,67,8,0,0,,,,0,,0,0
109539,672569,"Gustavo Campero",27,2025,"LAA",26,151.7,67,-0.1,-0.3,,7,0.001,-0.1,0,0,-0.1
109776,666464,"Jerar Encarnacion",27,2025,"SF",16,112,46,-0.3,-1.2,0,7,-0.001,-0.2,0,0,-0.3
109974,669724,"Brenan Hanifee",27,2025,"DET",54,60,4,0,-0.1,,,,0,,0,0
110664,673357,"Luis Robert Jr.",27,2025,"CWS",105,865.7,407,-3.7,-1.4,,112,0,-3.1,0,0,-3.1
110745,674285,"Eduardo Salazar",27,2025,"WSH",30,29,5,0,-0.4,,,,0,,0,0
111030,676572,"Eric Wagaman",27,2025,"MIA",127,985.7,255,-1,-0.6,0.1,26,-0.001,-0.8,0,0,-0.9
111286,669432,"Trevor Rogers",27,2025,"BAL",18,109.7,5,0,0,,,,0,,0,0
111300,676480,"José Barrero",27,2025,"STL",19,86,41,-0.1,-0.2,0.3,12,0,-0.1,0,0,-0.1
111459,670183,"Garrett Acton",27,2025,"TB",1,1,,,,,,,,,0,
112434,676879,"Aaron Ashby",27,2025,"MIL",43,66.7,10,0,0,,,,0,,0,0
112439,668933,"Graham Ashcraft",27,2025,"CIN",62,65.3,12,0,-0.3,,,,0,,0,0
113016,669620,"Brady Basso",27,2025,"ATH",11,11.7,1,0,-0.3,,,,0,,0,0
113823,668709,"JJ Bleday",27,2025,"ATH",87,714.7,321,-5.7,-2.8,,103,-0.001,-4.7,-0.1,0,-4.9
114244,666374,"Matt Brash",27,2025,"SEA",53,47.3,8,0,-0.1,,,,0,,0,0
114683,663460,"Kris Bubic",27,2025,"KC",20,116.3,14,0,0,,,,0,,0,0
115227,663462,"Isaiah Campbell",27,2025,"BOS",6,7.7,1,0,-0.3,,,,0,,0,0
115478,681481,"Kerry Carpenter",27,2025,"DET",79,601.7,234,0.6,0.4,,51,-0.005,0.5,-0.3,0,0.2
116712,665052,"Griffin Conine",27,2025,"MIA",23,177,69,-0.6,-1.7,,28,-0.001,-0.5,0,0,-0.5
117625,669722,"Logan Davidson",27,2025,,16,106.3,25,-0.1,-0.5,0.3,,,-0.1,,0,-0.1
117754,676969,"Brett de Geus",27,2025,"PHI",1,2,,,,,,,,,0,
119949,681676,"Ryan Fernandez",27,2025,"STL",32,30.3,2,0,-0.3,,,,0,,0,0
120133,666149,"Tyler Fitzgerald",27,2025,"SF",72,582.7,218,2,1,8.3,1,0,1.4,0,0,1.4
120177,666150,"Dominic Fletcher",27,2025,"CWS",12,85.7,33,-0.4,-1.8,,,,-0.3,,0,-0.3
122664,666152,"David Hamilton",27,2025,"BOS",79,472,195,1.7,1,5.5,,,1.2,,0,1.2
122720,668974,"Maverick Handley",27,2025,"BAL",16,120.7,1,0,-0.2,,,,0,,0,0
123283,674072,"Tommy Henry",27,2025,"AZ",2,6.7,3,0,-0.1,,,,0,,0,0
123824,676510,"Nolan Hoffman",27,2025,"PHI",1,1,,,,,,,,,0,
123905,668970,"Gavin Hollowell",27,2025,"CHC",7,9.3,1,0,-0.3,,,,0,,0,0
125028,675659,"Greg Jones",27,2025,"CWS",1,2,2,0,0.3,,,,0,,0,0
125609,669923,"George Kirby",27,2025,"SEA",23,126,6,0,0.4,,,,0,,0,0
125906,668952,"Ryan Kreidler",27,2025,"DET",17,117.3,46,-0.5,-1.7,,11,0.001,-0.4,0,0,-0.4
126005,680757,"Steven Kwan",27,2025,"CLE",152,1329,507,4,1.4,,104,0.003,3.3,0.3,0,3.6
126172,669127,"Shea Langeliers",27,2025,"ATH",108,928,41,0,0,,,,0,,-9.4,-9.4
126788,669193,"Jack Little",27,2025,"LAD",2,3,,,,,,,,,0,
126846,666157,"Nick Lodolo",27,2025,"CIN",29,156.7,14,0,-0.1,,,,0,,0,0
126961,682052,"Jacob Lopez",27,2025,"ATH",21,92.7,5,0,0,,,,0,,0,0
128477,664983,"Jake McCarthy",27,2025,"AZ",59,483.3,209,2.4,2,,11,0.001,2,0,0,2
128566,676812,"Carson McCusker",27,2025,"MIN",12,49,15,-0.1,-1.4,,,,-0.1,,0,-0.1
129286,670223,"Matt Mervis",27,2025,"MIA",29,200,46,0,0.1,0.1,,,0,,0,0
129469,669062,"Erik Miller",27,2025,"SF",36,30,4,0,0,,,,0,,0,0
129605,670224,"Kameron Misner",27,2025,"TB",68,503.7,200,-0.3,-0.3,,70,0,-0.2,0,0,-0.3
130453,669684,"Chris Murphy",27,2025,"BOS",23,34.7,6,0,0.6,,,,0,,0,0
130740,669194,"Ryne Nelson",27,2025,"AZ",33,154,13,0.1,1,,,,0.1,,0,0.1
130939,663457,"Lars Nootbaar",27,2025,"STL",131,1128,411,-4.3,-1.8,,97,0,-3.6,0,0,-3.6
131515,679358,"Eric Orze",27,2025,"TB",33,41.7,3,0,-0.1,,,,0,,0,0
132232,665161,"Jeremy Peña",27,2025,"HOU",124,1061.7,350,2.2,0.7,3,1,-0.001,1.6,0,0,1.6
132346,671111,"Sammy Peralta",27,2025,"LAA",5,10.7,2,0,-0.1,,,,0,,0,0
132835,663455,"Konnor Pilkington",27,2025,"WSH",32,28.3,3,0,-0.1,,,,0,,0,0
133769,670231,"John Rave",27,2025,"KC",70,431.7,192,1.6,1.4,,13,-0.001,1.3,0,0,1.3
134502,681799,"Ethan Roberts",27,2025,"CHC",10,9,,,,,,,,,0,
135058,669020,"Ryan Rolison",27,2025,"COL",31,42.3,8,0,0.1,,,,0,,0,0
135527,668939,"Adley Rutschman",27,2025,"BAL",73,573.3,12,0,0.3,,,,0,,3.6,3.6
135580,666165,"Blake Sabol",27,2025,"BOS",7,39,4,0,-0.4,,,,0,,0.1,0.1
135582,681870,"Erik Sabrowski",27,2025,"CLE",33,29.3,1,0,-0.3,,,,0,,0,0
135874,663485,"Cole Sands",27,2025,"MIN",69,72,8,0,0.6,,,,0,,0,0
136350,668845,"Aaron Schunk",27,2025,"COL",15,90.3,34,-0.3,-0.8,-1.2,,,-0.2,,0,-0.2
136488,681882,"Colin Selby",27,2025,"BAL",11,14,3,0,0.1,,,,0,,0,0
136980,681006,"Josh Simpson",27,2025,"MIA",31,30.7,2,0,-0.3,,,,0,,0,0
137201,669701,"Josh Smith",27,2025,"TEX",130,1033.3,304,-1.7,-0.8,-0.2,7,0,-1.3,0,0,-1.3
137710,668715,"Spencer Steer",27,2025,"CIN",129,1082.7,256,1.3,0.4,4.2,11,0.002,0.8,0,0,0.9
137906,681082,"Bryson Stott",27,2025,"PHI",145,1191,423,1.1,0.2,-1.9,1,0,0.8,0,0,0.8
137926,669065,"Kyle Stowers",27,2025,"MIA",107,857,363,-2.7,-1.3,,116,0.002,-2.2,0.2,0,-2
137992,669704,"Kade Strowd",27,2025,"BAL",25,26.3,1,0,-0.1,,,,0,,0,0
138648,671162,"Connor Thomas",27,2025,"MIL",2,5.3,2,0,-1.5,,,,0,,0,0
139109,669707,"Jared Triolo",27,2025,"PIT",104,846,266,0.8,0.3,1,2,0.001,0.6,0,0,0.6
140293,670242,"Matt Wallner",27,2025,"MIN",85,654.3,270,-7,-4.4,,49,-0.003,-5.8,-0.1,0,-5.9
140615,669713,"Hayden Wesneski",27,2025,"HOU",6,32,2,0,-0.3,,,,0,,0,0
141132,676775,"Keaton Winn",27,2025,"SF",7,10,,,,,,,,,0,
141595,666171,"Ryan Zeferjahn",27,2025,"LAA",62,57,7,0,-0.3,,,,0,,0,0
142212,683737,"Michael Busch",27,2025,"CHC",151,1185,245,1.7,0.8,7,1,0,1.2,0,0,1.2
142220,673962,"Josh Jung",27,2025,"TEX",126,1086.7,330,-0.7,-0.2,-3.3,,,-0.5,,0,-0.5
142242,679775,"Kyle Backhus",27,2025,"AZ",32,25.3,3,0,0.3,,,,0,,0,0
142386,683769,"Hunter Gaddis",27,2025,"CLE",73,66.7,5,0,0,,,,0,,0,0
142498,683766,"Christian Koss",27,2025,"SF",64,445,169,1.1,0.7,4.9,,,0.8,,0,0.8
142696,683770,"Will Robertson",27,2025,,24,174.7,77,0.1,0.1,,9,0.002,0.1,0,0,0.1
142821,683734,"Andrew Vaughn",27,2025,,95,768,136,0.5,0.4,-0.3,,,0.4,,0,0.4
143104,685126,"Brandon Eisert",27,2025,"CWS",72,69.7,14,0,-0.4,,,,0,,0,0
143142,685299,"Tanner Gordon",27,2025,"COL",15,75.3,6,0,-0.4,,,,0,,0,0
143143,685301,"Matt Gorski",27,2025,"PIT",14,91,30,-0.2,-0.7,-1.6,4,0.001,-0.1,0,0,-0.1
143313,685068,"Carson Ragsdale",27,2025,"BAL",2,5,1,0,0.4,,,,0,,0,0
143336,685314,"Andrew Saalfrank",27,2025,"AZ",28,29,,,,,,,,,0,
143399,685107,"Anthony Veneziano",27,2025,,26,25,4,0,0.1,,,,0,,0,0
143743,686452,"Drew Millas",27,2025,"WSH",16,123.3,6,0,0,,,,0,,1.1,1.1
143748,686469,"Vinnie Pasquantino",27,2025,"KC",126,1084.3,227,-0.5,-0.2,0.5,2,0,-0.4,0,0,-0.4
143760,686475,"Tyler Tolbert",27,2025,"KC",56,169,78,-0.2,-0.5,0.1,5,0.001,-0.2,0,0,-0.2
143787,686527,"Dominic Canzone",27,2025,"SEA",70,539.3,187,-0.4,-0.3,,5,0.003,-0.3,0,0,-0.3
143812,686555,"Isaac Collins",27,2025,"MIL",118,880,303,4.8,2.8,0,45,-0.004,4,-0.2,0,3.8
143845,686668,"Brenton Doyle",27,2025,"COL",131,1090.7,600,-9.6,-2.4,,124,-0.002,-8,-0.2,0,-8.2
143852,686554,"Oliver Dunn",27,2025,"MIL",13,93.7,21,-0.1,-0.5,0.9,,,-0.1,,0,-0.1
143858,686642,"Fraser Ellard",27,2025,"CWS",18,17,1,0,-0.5,,,,0,,0,0
143892,686681,"Michael Massey",27,2025,"KC",72,580,209,0.3,0,5.2,3,-0.003,0.2,0,0,0.2
143908,686580,"Justin Slaten",27,2025,"BOS",36,34,2,0,-0.1,,,,0,,0,0
144013,686823,"Will Brennan",27,2025,"CLE",5,34,14,0,0.3,,4,0.004,0,0,0,0
144102,673965,"Caleb Freeman",27,2025,"CWS",5,3.3,,,,,,,,,0,
144122,687362,"Connor Gillispie",27,2025,"MIA",6,26,6,0,-0.8,,,,0,,0,0
144167,687396,"Brent Headrick",27,2025,"NYY",17,23,4,0,0.1,,,,0,,0,0
144197,687462,"Spencer Horwitz",27,2025,"PIT",102,834.7,158,-0.3,-0.2,0,,,-0.2,,0,-0.2
144210,674441,"Jacob Hurtubise",27,2025,"CIN",6,24,10,0,-0.2,,2,-0.001,0,0,0,0
144213,686753,"Drey Jameson",27,2025,"AZ",3,3,,,,,,,,,0,0
144214,686826,"Bryce Jarvis",27,2025,"AZ",12,22,2,0,-0.1,,,,0,,0,0
144245,687330,"Kevin Kelly",27,2025,"TB",41,39.7,4,0,-0.1,,,,0,,0,0
144284,686747,"Joe La Sorsa",27,2025,"CIN",5,6.7,1,0,-0.3,,,,0,,0,0
144318,687424,"Anthony Maldonado",27,2025,"ATH",6,6,,,,,,,,,0,
144402,687287,"Patrick Monteverde",27,2025,"MIA",1,3.7,,,,,,,,,0,
144465,686752,"Ryan Pepiot",27,2025,"TB",31,167.7,10,0,0.1,,,,0,,0,0
144511,687377,"Orlando Ribalta",27,2025,"WSH",22,24.3,5,0,-0.1,,,,0,,0,0
144597,686765,"Nick Sogard",27,2025,"BOS",27,220.3,57,-0.1,-0.3,0.5,,,-0.1,,0,-0.1
144606,686730,"Carson Spiers",27,2025,"CIN",3,13.3,2,0,-0.1,,,,0,,0,0
144657,686973,"Louis Varland",27,2025,,74,72.7,12,0,0.3,,,,0,,0,0
144730,685801,"Hunter Bigge",27,2025,"TB",13,15,1,0,0,,,,0,,0,0
144812,687830,"Sawyer Gipson-Long",27,2025,"DET",8,31.3,2,0,-0.3,,,,0,,0,0
144890,687849,"Zak Kent",27,2025,"CLE",12,17.7,,,,,,,,,0,
145063,687606,"Paxton Schultz",27,2025,"TOR",13,24.7,1,0,0.4,,,,0,,0,0
145080,687765,"Mitch Spence",27,2025,"ATH",32,84.7,10,-0.1,-1.4,,,,-0.1,,0,-0.1
145443,689225,"Beau Brieske",27,2025,"DET",22,22,6,0,0,,,,0,,0,0
145702,690382,"Michael Darrell-Hicks",27,2025,,7,9.7,,,,,,,,,0,
145773,689266,"Dylan Dodd",27,2025,"ATL",28,35,5,0,0.8,,,,0,,0,0
146226,690544,"Bailey Horn",27,2025,"DET",10,11.3,1,0,-0.3,,,,0,,0,0
146279,689690,"Alek Jacob",27,2025,"SD",29,33.3,5,0,0.3,,,,0,,0,0
146392,689017,"Landon Knack",27,2025,"LAD",10,42.3,4,0,0.4,,,,0,,0,0
146462,689520,"Cody Laweryson",27,2025,"MIN",5,7.7,,,,,,,,,0,
147927,691172,"Yosver Zulueta",27,2025,"CIN",7,7.3,1,0,-0.1,,,,0,,0,0
151389,695391,"Brett Harris",27,2025,"ATH",30,200.7,64,0,0,-1,,,0,,0,0
160802,702752,"Jonathan Pintaro",27,2025,"NYM",1,0.7,,,,,,,,,0,
163735,806188,"Cade Gibson",27,2025,"MIA",44,54.7,9,0,-0.1,,,,0,,0,0
164622,829272,"Shinnosuke Ogasawara",27,2025,"WSH",23,38.7,3,0,0.4,,,,0,,0,0
103221,642727,"Sergio Alcántara",28,2025,"SF",1,8,2,0,-1.1,0,,,0,,0,0
104004,645277,"Ozzie Albies",28,2025,"ATL",157,1387,434,4.2,1,5.9,1,0,3,0,0,3
104023,645302,"Victor Robles",28,2025,"SEA",31,248.3,92,-0.9,-1.5,,16,-0.006,-0.7,-0.1,0,-0.8
104025,645305,"Ali Sánchez",28,2025,,12,54.3,2,0,-0.2,,,,0,,0.3,0.3
104033,645444,"Jose Herrera",28,2025,"AZ",58,488.7,11,0,0.1,,,,0,,-2.6,-2.6
104042,646240,"Rafael Devers",28,2025,"SF",29,258,53,0,0,0.9,,,0,,0,0
104044,646242,"Jhonathan Díaz",28,2025,"SEA",1,1.3,,,,,,,,,0,
104096,649966,"Luis Urías",28,2025,"ATH",96,759.3,231,-3.5,-1.6,4.6,1,0,-2.5,0,0,-2.5
104123,650333,"Luis Arraez",28,2025,"SD",123,1075.7,214,1.2,0.6,0.7,1,0,0.9,0,0,0.9
104180,650402,"Gleyber Torres",28,2025,"DET",134,1146.3,361,-8.1,-2.3,-14.4,,,-5.8,,0,-5.8
104205,650489,"Willi Castro",28,2025,,118,973.3,300,0.5,0.4,-0.9,38,-0.004,0.5,-0.1,0,0.3
104258,650556,"Bryan Abreu",28,2025,"HOU",70,71,7,0,-0.1,,,,0,,0,0
104261,650559,"Bryan De La Cruz",28,2025,"ATL",14,91,35,-0.4,-1.8,,11,0.002,-0.3,0,0,-0.3
104450,650859,"Luis Rengifo",28,2025,"LAA",145,1174,390,2.1,0.5,-3.4,1,0,1.5,0,0,1.5
104481,650893,"Génesis Cabrera",28,2025,,40,42.7,3,0,0,,,,0,,0,0
104499,650911,"Cristopher Sánchez",28,2025,"PHI",32,202,28,-0.1,-0.3,,,,-0.1,,0,-0.1
104515,650968,"Yohel Pozo",28,2025,"STL",52,338,7,0,-0.3,,,,0,,0.5,0.5
104562,655316,"Andruw Monasterio",28,2025,"MIL",66,339.3,88,0.1,0,-1.1,,,0.1,,0,0.1
104739,656271,"Brock Burke",28,2025,"LAA",69,61.7,10,0,-0.1,,,,0,,0,0
105007,657277,"Logan Webb",28,2025,"SF",34,207,32,0.2,0.6,,,,0.1,,0,0.1
105670,663662,"Daz Cameron",28,2025,"MIL",16,78.3,31,-0.4,-2.1,,11,-0.003,-0.3,0,0,-0.4
105735,663757,"Trent Grisham",28,2025,"NYY",140,1133,400,-5.2,-2,,63,0.004,-4.3,0.3,0,-4
105859,664747,"Alexis Díaz",28,2025,,18,17.7,2,0,-0.2,,,,0,,0,0
105915,664744,"Jose Espada",28,2025,"BAL",1,3,,,,,,,,,0,
105936,663559,"Bailey Falter",28,2025,,26,125.3,10,0,0.2,,,,0,,0,0
105950,657571,"Caleb Ferguson",28,2025,,70,65.3,7,0,-0.4,,,,0,,0,0
106121,663647,"Ke'Bryan Hayes",28,2025,,152,1283,404,7.3,2.1,-3.6,1,0,5.3,0,0,5.3
106195,664299,"Cristian Javier",28,2025,"HOU",8,37,4,0,-0.8,,,,0,,0,0
106527,663624,"Ryan Mountcastle",28,2025,"BAL",56,441,85,0.1,0.1,-3.5,,,0.1,,0,0.1
106548,647304,"Josh Naylor",28,2025,,129,1081,231,1.3,0.7,1.1,1,0,0.9,0,0,0.9
106659,663368,"Blake Perkins",28,2025,"MIL",52,374.7,162,1.5,1.4,,,,1.2,,0,1.2
106744,663586,"Austin Riley",28,2025,"ATL",102,888.7,242,1.5,0.7,1,3,-0.001,1.1,0,0,1.1
106765,663898,"Brendan Rodgers",28,2025,"HOU",41,285.7,68,0.1,0.1,-1.8,,,0.1,,0,0.1
106864,663574,"Tony Santillan",28,2025,"CIN",80,73.7,7,0,0,,,,0,,0,0
106960,663886,"Tyler Stephenson",28,2025,"CIN",69,586,16,0,-0.3,,,,0,,-3.1,-3.1
107047,663656,"Kyle Tucker",28,2025,"CHC",115,1001.7,395,-6.3,-2.7,,67,0,-5.2,0,0,-5.2
107130,663897,"Luke Williams",28,2025,"ATL",35,93.3,33,-0.3,-1,-0.3,,,-0.2,,0,-0.2
107143,663765,"Jake Woodford",28,2025,"AZ",22,36.3,5,0,-0.1,,,,0,,0,0
107190,663542,"Bryan Hudson",28,2025,,16,15,1,0,-0.3,,,,0,,0,0
107237,663558,"Jovani Morán",28,2025,"BOS",2,4,,,,,,,,,0,
107962,663855,"Jordan Hicks",28,2025,,34,67.3,7,0,0.1,,,,0,,0,0
108361,665625,"Elvis Peguero",28,2025,,8,9.3,2,0,-0.4,,,,0,,0,0
108363,666711,"Joel Peguero",28,2025,"SF",17,22.3,4,0,-0.8,,,,0,,0,0
109051,668941,"JoJo Romero",28,2025,"STL",65,61,4,0,-0.1,,,,0,,0,0
109090,647351,"Abraham Toro",28,2025,"BOS",73,611.7,141,-0.1,-0.1,0,1,0,-0.1,0,0,-0.1
109147,670541,"Yordan Alvarez",28,2025,"HOU",15,116,42,-1.2,-4.9,,7,-0.002,-1,0,0,-1
109531,676609,"José Caballero",28,2025,,119,859,307,1.9,0.9,-0.3,18,0.008,1.5,0.1,0,1.6
110000,672578,"Carlos Hernández",28,2025,,41,43.3,5,0,0,,,,0,,0,0
110030,669374,"Keston Hiura",28,2025,"COL",8,55,6,0,0,-1,,,0,,0,0
110280,665155,"Nick Maton",28,2025,"CWS",8,28,11,0,-0.5,0,4,-0.006,0,0,0,0
110436,669459,"Kyle Nelson",28,2025,"AZ",3,2,,,,,,,,,0,
110688,655889,"Manuel Rodríguez",28,2025,"TB",31,30.3,5,0,0,,,,0,,0,0
110903,676702,"Hunter Stratton",28,2025,,15,19,,,,,,,,,0,
110995,662139,"Daulton Varsho",28,2025,"TOR",68,550.3,225,-2.5,-1.7,,20,0.003,-2.1,0.1,0,-2
111033,670764,"Taylor Walls",28,2025,"TB",98,750.7,287,4.5,1.6,-5.7,3,0.001,3.2,0,0,3.2
111134,663878,"Nate Pearson",28,2025,"CHC",11,14.7,1,0,0.4,,,,0,,0,0
111196,677651,"Luis Garcia",28,2025,"HOU",2,7.7,1,0,0,,,,0,,0,0
111222,663893,"Brendon Little",28,2025,"TOR",79,68.3,7,0,-0.3,,,,0,,0,0
111247,647315,"Zach Pop",28,2025,,5,6.7,2,0,-0.3,,,,0,,0,0
111709,680769,"CJ Alexander",28,2025,"ATH",5,37,11,0.1,0.4,0,3,0.007,0.1,0,0,0.1
112001,681982,"Grant Anderson",28,2025,"MIL",66,69.7,8,0,0,,,,0,,0,0
112733,663609,"Luken Baker",28,2025,"STL",2,6.3,,,,,,,,,0,
112968,663698,"Joey Bart",28,2025,"PIT",83,658.7,13,0.1,1.1,,1,-0.001,0.1,0,3,3.1
113905,664761,"Alec Bohm",28,2025,"PHI",120,1057.3,305,1.5,0.6,4.2,,,1.1,,0,1.1
114108,680742,"Jonathan Bowlan",28,2025,"KC",34,44.3,5,0,-0.1,,,,0,,0,0
114191,680694,"Kyle Bradish",28,2025,"BAL",6,32,2,0,0,,,,0,,0,0
114635,677865,"Justin Bruihl",28,2025,"TOR",15,13.7,,,,,,,,,0,
115362,681962,"Vinny Capra",28,2025,,42,250.7,87,0,-0.1,0.3,1,0,0,0,0,0
116988,666126,"Carlos Cortes",28,2025,"ATH",29,192,64,-0.5,-1.4,,,,-0.4,,0,-0.4
117077,680735,"Austin Cox",28,2025,"ATL",13,21.3,2,0,0.5,,,,0,,0,0
117180,681867,"Cooper Criswell",28,2025,"BOS",7,17.7,2,0,-0.4,,,,0,,0,0
117546,669721,"Davis Daniel",28,2025,"ATL",3,10,1,0,-0.8,,,,0,,0,0
117703,663562,"Noah Davis",28,2025,,9,11,,,,,,,,,0,
117987,681909,"Justin Dean",28,2025,"LAD",17,23.7,13,-0.1,-0.6,,,,-0.1,,0,-0.1
118722,680977,"Brendan Donovan",28,2025,"STL",117,1002,408,-3,-0.9,0.2,29,0.002,-2.2,0.1,0,-2.1
119003,680776,"Jarren Duran",28,2025,"BOS",156,1346,530,-1.4,-0.6,,121,0.002,-1.2,0.3,0,-0.9
119087,681987,"Nate Eaton",28,2025,"BOS",36,208,64,0,0.2,0.3,,,0,,0,0
119337,663536,"Tristin English",28,2025,"AZ",7,58,14,0,0.3,1,,,0,,0,0
119354,663671,"Nic Enright",28,2025,"CLE",27,31,1,0,-0.3,,,,0,,0,0
119759,676439,"Hunter Feduccia",28,2025,,35,235.3,7,0,-0.2,0,,,0,,1.9,1.9
119844,663372,"Ryan Feltner",28,2025,"COL",6,30.3,3,0,-1,,,,0,,0,0
120337,663743,"Nick Fortes",28,2025,,91,585.7,14,0,-0.6,,,,0,,3,3
120724,681892,"Kody Funderburk",28,2025,"MIN",39,41,10,0,0.3,,,,0,,0,0
121247,680702,"Joey Gerber",28,2025,"TB",2,4.3,,,,,,,,,0,
121380,669302,"Logan Gilbert",28,2025,"SEA",25,131,5,0,-0.5,,,,0,,0,0
121406,670810,"Logan Gillaspie",28,2025,"SD",3,7,,,,,,,,,0,
121858,663853,"Romy Gonzalez",28,2025,"BOS",89,668.3,184,-2,-1.2,-3.5,1,0,-1.4,0,0,-1.4
