Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"Alexi Amarista","SDP","LF",30.1,,,,,0,0,0,,0,-0.010972400195896626,,0.08361150324344635,0.032037900760769844,0.10467659961432219,7.850744971074164,,0,0,-0.23011423203225675,"Alexi Amarista",9063,506560
"Steve Selsky","CIN","RF",66.1,,,,,1,-1,0,,0,0.866441011428833,,-0.6551709771156311,0.13602880388498306,0.3472980260848999,9.91421001298087,,0,0,-0.23084179875079347,"Steve Selsky",12957,592731
"Preston Tucker","HOU","RF",14,,,,,0,0,-1,,-1,-0.37492498755455017,,-0.49537599086761475,0.014610359445214272,-0.855690985918045,-100.2342738211155,,0,0,-0.23125746850353218,"Preston Tucker",13633,605512
"Micah Johnson","LAD","2B",4,,,,0,,0,0,,0,,,-0.08989950269460678,0.007011392910499126,-0.08288809657096863,0,,0,0,-0.2405852302265146,"Micah Johnson",13809,608672
"Andre Ethier","LAD","LF",23.2,,,,,-1,0,0,,-1,-0.6049730181694031,,-0.2933880090713501,0.04791869968175888,-0.8504420220851898,-42.52210110425949,,0,0,-0.2430283214103823,"Andre Ethier",6265,444843
"Yoán Moncada","BOS","3B",35,,,,0,,0,-2,,-2,,-0.019764700904488564,0.826026976108551,-0.24673158675432205,0.5595312919467688,11.67230927718005,,0,0,-0.25104284221043655,"Yoan Moncada",17232,660162
"Eddie Rosario","MIN","CF",292,,,,,0,2,1,,3,-1.1888200044631958,,0.7353929877281189,-0.5215570032596588,-0.9749840050935745,-3.570028385505653,,0,0,-0.2540789631689352,"Eddie Rosario",12155,592696
"Juan Lagares","NYM","RF",17.2,,,,,0,0,0,,0,0.3027609884738922,,-0.0016513000009581447,0.00835331017151475,0.3094629882834852,16.143349395133555,,0,0,-0.25794689526959724,"Juan Lagares",5384,501571
"Jaff Decker","TBR","CF",10,,,,,-1,0,0,,-1,-0.39806199073791504,,-0.11279600113630295,0.008880240144208074,-0.5019779875874519,-30.51472418010235,,0,0,-0.2601152495510555,"Jaff Decker",7945,543094
"Iván De Jesús Jr.","CIN","SS",215.1,,,,0,,1,0,,1,,-0.6494939923286438,1.2245399951934814,1.0568999946117401,1.6319460272789001,10.947969894517552,,-2,-2,-0.2624958190406885,"Ivan De Jesus Jr.",9886,474443
"Tim Federowicz","CHC","C",63,0,0,-1,,,-1,,,-2,,,,,,,-0.5,,0,-0.2625772288254304,"Tim Federowicz",8609,543148
"Rob Segedin","LAD","RF",44,,,,,1,0,0,,1,0.2682279944419861,,-0.4774320125579834,0.07162550091743469,-0.13757801055908203,-2.1156303584575653,,0,0,-0.264131926398694,"Rob Segedin",11446,574847
"Yasiel Puig","LAD","CF",21.2,,,,,0,0,1,,1,0.320032000541687,,1.369729995727539,0.028424300253391266,1.7181819677352905,85.90909838676453,,-1,0,-0.2686712602728486,"Yasiel Puig",14225,624577
"Jabari Blash","SDP","LF",17.2,,,,,0,0,0,,0,0.026267599314451218,,0.231687992811203,0.024349799379706383,0.28230560943484306,20.51623072475195,,0,0,-0.27212288681936403,"Jabari Blash",11247,518466
"Brian Goodwin","WSN","RF",58.1,,,,,0,0,-1,,-1,-0.3793550133705139,,-0.427372008562088,0.07054350152611732,-0.7361840009689331,-20.188744962215424,,1,0,-0.2723151007142168,"Brian Goodwin",12858,571718
"Tyler Holt","CIN","LF",62.2,,,,,0,0,0,,0,-0.3697670102119446,,0.19502800703048706,0.096373800188303,-0.07836601138114929,1.1222414672374725,,0,0,-0.27644189746492553,"Tyler Holt",11391,534627
"Hunter Renfroe","SDP","RF",73.2,,,,,0,0,-1,,-1,0.7763990163803101,,-0.8979290127754211,-0.4907345809042454,-0.6122609376907349,-18.111013770103455,,-1,0,-0.2800926304316849,"Hunter Renfroe",15464,592669
"Paul Janish","BAL","SS",17,,,,0,,0,-1,,-1,,-0.0495775006711483,-0.1046070009469986,0.15867549739778042,0.004491601139307022,3.3115201257169247,,-1,0,-0.28600398531745974,"Paul Janish",7412,457926
"Luke Maile","TBR","1B",14,,,,0,,0,0,,0,,,0.6440169811248779,0.17349792644381523,0.8175150156021118,24.525450468063354,,0,0,-0.2892632933230739,"Luke Maile",13355,571912
"Ichiro Suzuki","MIA","CF",105,,,,,0,0,1,,1,-0.07571770250797272,,-0.262923002243042,0.07749439962208271,-0.2611456960439682,-4.509289003908634,,0,0,-0.29204070954974154,"Ichiro Suzuki",1101,400085
"Adam Rosales","SDP","3B",253,,,,0,,1,0,,1,,-0.02535559982061386,2.84237003326416,-0.5272999703884125,2.289714314043522,10.43248934937375,,-1,-1,-0.294974042639972,"Adam Rosales",9682,489267
"Lorenzo Cain","KCR","RF",259.2,,,,,0,0,2,,2,-0.07599160075187683,,1.262529969215393,0.35648299753665924,1.5430183708667755,7.994231504612955,,1,1,-0.2963435815026314,"Lorenzo Cain",9077,456715
"Drew Stubbs","- - -","CF",84,,,,,-1,0,-2,,-3,-0.2231539934873581,,-2.240633934736252,0.10932591743767262,-2.354458048939705,-32.4105470221151,,1,0,-0.3027260130755264,"Drew Stubbs",9328,453211
"Robert Andino","MIA","LF",11,,,,,1,0,0,,1,0.06985429674386978,,0.33670198917388916,0.08149399980902672,0.48805028945207596,23.024024292826653,,-1,0,-0.3062123835254559,"Robert Andino",4900,435180
"Hernán Pérez","MIL","RF",261,,,,,-1,-1,3,,1,-1.5346100330352783,,0.7912039756774902,0.2027766965329647,-0.5406290292739868,-3.0403221072010576,,2,1,-0.30855682159500075,"Hernan Perez",5751,541650
"Shawn O'Malley","SEA","2B",47.2,,,,0,,0,2,,2,,0.061559200286865234,0.4403199851512909,-0.5769021920859814,-0.07502280175685883,-3.275049068033695,,-1,0,-0.30931839677505496,"Shawn O'Malley",9629,502523
"Max Muncy","OAK","RF",108,,,,,1,0,0,,1,0.27267399430274963,,0.24768400192260742,0.16788439452648163,0.6882430016994476,8.99709165096283,,1,0,-0.31288488408149007,"Max Muncy",13301,571970
"Tommy Pham","STL","RF",15,,,,,0,0,-1,,-1,-0.11922500282526016,,-0.025462700054049492,0.015866410452872515,-0.12882125284522772,-5.9103751089423895,,0,0,-0.3168216714854758,"Tommy Pham",2967,502054
"Hanser Alberto","TEX","2B",33,,,,0,,0,0,,0,,0.1896129995584488,0.15025000274181366,-0.6479858784005046,-0.308121994137764,-30.219637043774128,,-1,0,-0.31803127496505723,"Hanser Alberto",11902,593643
"Zach Walters","LAD","RF",7,,,,,0,0,0,,0,-0.15056100487709045,,-0.23031899333000183,0.005612500011920929,-0.37526699900627136,-22.584150731563568,,0,0,-0.3206265352661889,"Zach Walters",10622,595025
"Andrés Blanco","PHI","SS",62.1,,,,0,,0,-2,,-2,,-0.19403499364852905,0.20109300315380096,0.5025026053190231,0.5095599889755249,12.6515979213374,,-1,0,-0.3222342812222588,"Andres Blanco",1907,433217
"Dustin Garneau","COL","C",168,0,0,1,,,0,,,1,,,,,,,-2.609999895095825,,1,-0.32662662015201516,"Dustin Garneau",9433,572863
"Steve Pearce","TBR","3B",12.2,,,,0,,0,0,,0,,,,,,,,0,0,-0.32768745012915934,"Steve Pearce",9957,456665
"Jose Altuve","HOU","2B",1307,,,,1,,0,-1,,0,,-2.0152199268341064,-3.454279899597168,1.3107169568538666,-4.158789873123169,-5.6731370699603705,,-3,-2,-0.33791657441101686,"Jose Altuve",5417,514888
"Mitch Haniger","ARI","RF",24,,,,,-1,-1,-1,,-3,-0.1475529968738556,,-0.30356499552726746,-0.2636430002748966,-0.7147609889507294,-46.9671893119812,,0,0,-0.33941276665251674,"Mitch Haniger",14274,571745
"Jimmy Paredes","TOR","3B",10,,,,0,,0,0,,0,,,-0.36312100291252136,-0.11668199300765991,-0.4798029959201813,-35.985224694013596,,0,0,-0.34133213001132356,"Jimmy Paredes",5481,517370
"Stephen Cardullo","COL","LF",11,,,,,0,0,0,,0,0.021199999377131462,,-0.02104179933667183,0.014717209618538618,0.01487538916990161,2.2313083754852414,,0,0,-0.34138704400415787,"Stephen Cardullo",11204,506924
"Brandon Snyder","ATL","3B",16,,,,0,,0,-1,,-1,,,-0.4403049945831299,-0.6113672200590372,-1.051669955253601,-78.87524664402008,,0,0,-0.3425188860865839,"Brandon Snyder",9856,474319
"Raimel Tapia","COL","LF",10,,,,,0,0,-1,,-1,-0.103473000228405,,-0.2084999978542328,0.009209310170263052,-0.30276400595903397,-45.414600893855095,,0,0,-0.34461598564695733,"Raimel Tapia",14350,606132
"Jake Elmore","MIL","CF",11,,,,,0,0,-1,,-1,0.10827899724245071,,-0.34821999073028564,0.010226120008155704,-0.2297150120139122,-42.578176595270634,,0,0,-0.34504994645557585,"Jake Elmore",7290,518653
"Max Stassi","HOU","C",31,0,0,0,,,0,,,0,,,,,,,-0.41999998688697815,,0,-0.34618663254464277,"Max Stassi",10059,545358
"Colin Walsh","MIL","3B",64.1,,,,0,,0,0,,0,,-0.15442200005054474,-0.4490469992160797,-0.09584780037403107,-0.699316993355751,-11.187337767897231,,-1,0,-0.35019928843877823,"Colin Walsh",10961,595023
"Jorge Polanco","MIN","3B",77,,,,0,,0,1,,1,,0.16035600006580353,-0.2761319875717163,-1.686217326670885,-1.8019940108060837,-35.19050270318985,,-1,0,-0.3506287193031445,"Jorge Polanco",13152,593871
"Kelly Johnson","- - -","LF",79,,,,,0,0,0,,0,-0.4965679943561554,,0.13006700575351715,0.07846320047974586,-0.2880380004644394,-6.158300042152405,,0,0,-0.3540892019857951,"Kelly Johnson",2234,430637
"Pat Valaika","COL","2B",20,,,,0,,0,0,,0,,,-0.123089998960495,0.1631424967199564,0.04005169868469238,2.002584934234619,,-1,-1,-0.3605184752144674,"Pat Valaika",14885,642162
"Sean Rodríguez","PIT","SS",177.2,,,,0,,1,-2,,-1,,-0.06978020071983337,-0.5493929982185364,-1.7724819853901863,-2.391660302877426,-19.785127105812233,,-2,-1,-0.36217416829556004,"Sean Rodriguez",6589,446481
"Delino DeShields","TEX","CF",281,,,,,1,-2,1,,0,0.7827450037002563,,2.5102200508117676,-0.1862799972295761,3.1066850423812866,13.74721884727478,,0,0,-0.36347588401571174,"Delino DeShields",11379,592261
"Alexi Amarista","SDP","3B",37,,,,0,,0,0,,1,,,-0.45447298884391785,0.20945180300623178,-0.2450219988822937,-12.251099944114685,,-1,0,-0.36489283167807873,"Alexi Amarista",9063,506560
"Marwin Gonzalez","HOU","SS",66.1,,,,0,,0,-1,,-1,,0.08493629842996597,-0.04474560171365738,0.2969476040452719,0.3371383026242256,12.64268634840846,,-1,-1,-0.36493906774253704,"Marwin Gonzalez",5497,503556
"Kyle Schwarber","CHC","LF",7.2,,,,,0,0,0,,0,0.0679372027516365,,0.08466289937496185,0.016392940189689398,0.16899320483207703,25.348980724811554,,0,0,-0.36500086280104893,"Kyle Schwarber",16478,656941
"David Dahl","COL","RF",13.1,,,,,0,0,0,,0,-0.16758500039577484,,0.28949999809265137,0.024222499690949917,0.146137997508049,15.149974822998047,,0,0,-0.3679482759559176,"David Dahl",13744,621311
"Trevor Brown","SFG","C",390.2,-3,0,0,,,-2,,,-5,,,,,,,-3.4700000286102295,,0,-0.3693904281654312,"Trevor Brown",13895,623143
"Carlos Asuaje","SDP","2B",53,,,,0,,0,0,,0,,-0.17703700065612793,0.02770880050957203,-0.18774499744176865,-0.3370729982852936,-4.59644997661764,,-1,0,-0.37112166017288234,"Carlos Asuaje",15197,641319
"Steve Selsky","CIN","CF",11,,,,,0,0,-1,,-1,0.014554000459611416,,-0.5603539943695068,0.018864009529352188,-0.5269350046291947,-38.42857531271875,,-1,0,-0.3746154802459226,"Steve Selsky",12957,592731
"Gordon Beckham","ATL","SS",71.1,,,,0,,0,0,,0,,0.47931599617004395,-0.8430190086364746,-0.18713099882006645,-0.550834059715271,-15.086054758113974,,-1,0,-0.3754346547420941,"Gordon Beckham",9015,493596
"Gerardo Parra","COL","LF",435.1,,,,,-1,0,-4,,-5,1.088670015335083,,-0.8274480104446411,-0.1625100076198578,0.09871101379394531,-0.8255593478679657,,-1,1,-0.3771626946456892,"Gerardo Parra",8553,467827
"Phil Gosselin","ARI","1B",41,,,,0,,0,1,,1,,,0.41742798686027527,0.1591722071170807,0.5766000151634216,17.29800045490265,,0,0,-0.3789272971285278,"Phil Gosselin",10953,594838
"Mitch Haniger","ARI","CF",181.2,,,,,-1,0,1,,0,0.769478976726532,,0.7885379791259766,0.1842080019414425,1.7422239780426025,12.926013368453706,,0,0,-0.3852113327638613,"Mitch Haniger",14274,571745
"Ramiro Pena","SFG","SS",23,,,,0,,0,0,,0,,-0.05742679908871651,0.539201021194458,0.19883150607347488,0.680606197565794,35.46597985550761,,-1,-1,-0.38823819185532504,"Ramiro Pena",8841,455369
"Marco Hernández","BOS","SS",10,,,,0,,0,-1,,-1,,,-0.6408479809761047,0.08778315084055066,-0.5530650019645691,-82.95975029468536,,-1,0,-0.38950457931775023,"Marco Hernandez",13154,593523
"David Freese","PIT","3B",625.2,,,,0,,1,0,,1,,0.4058240056037903,1.9158300161361694,-0.3971630334854126,1.9244839549064636,3.6693705955035916,,-2,-1,-0.39236226848120204,"David Freese",9549,501896
"Jaff Decker","TBR","RF",86,,,,,0,-1,-1,,-2,-1.4801199436187744,,-0.9782490134239197,0.09716380015015602,-2.3612049221992493,-32.37877131572792,,1,0,-0.40378313721698467,"Jaff Decker",7945,543094
"Alexi Amarista","SDP","RF",24.1,,,,,0,0,1,,1,-0.6134939789772034,,0.48205700516700745,0.03596210107207298,-0.0954749584197998,8.176727592945099,,0,0,-0.4112140250909617,"Alexi Amarista",9063,506560
"Chris Davis","BAL","RF",24,,,,,0,0,-1,,-1,0.03549420088529587,,-0.5001459717750549,0.037288399413228035,-0.4273628070950508,-21.81181786581874,,0,0,-0.42370033343361124,"Chris Davis",9272,448801
"Andrew Susac","MIL","C",38,-1,0,0,,,0,,,-1,,,,,,,-0.8700000047683716,,0,-0.4241283615090264,"Andrew Susac",13132,572180
"Ike Davis","NYY","1B",39,,,,0,,0,1,,1,,,0.3551500141620636,0.16109026595950127,0.5162400007247925,15.487200021743774,,0,0,-0.42592299352519575,"Ike Davis",8433,477195
"Xavier Scruggs","MIA","1B",127.2,,,,0,,0,2,,2,,-0.03763069957494736,0.8649510145187378,0.546195711940527,1.373519279062748,13.012430859872929,,1,1,-0.4350326772148422,"Xavier Scruggs",7409,489305
"José Pirela","SDP","2B",77.2,,,,0,,0,0,,0,,-0.05705010145902634,-0.9048730134963989,0.050086021423339844,-0.9118381068110466,-19.267720853288967,,-1,-1,-0.44270290185740135,"Jose Pirela",5485,517369
"Whit Merrifield","KCR","3B",30,,,,0,,0,-1,,-1,,0.06305219978094101,-0.8743540048599243,-0.3203639890998602,-1.1316678300499916,-28.68577199988067,,-1,-1,-0.44491474158310207,"Whit Merrifield",11281,593160
"Marwin Gonzalez","HOU","1B",677,,,,1,,0,1,,2,,0.4653249979019165,2.6072800159454346,-1.8792631402611732,1.1933339834213257,2.5924705091069957,,7,7,-0.4459548406543563,"Marwin Gonzalez",5497,503556
"Yonder Alonso","OAK","3B",38,,,,0,,-1,1,,0,,-0.192889004945755,1.103659987449646,-0.3963291868567467,0.5144459903240204,13.986712172627449,,-1,0,-0.4539250633950441,"Yonder Alonso",2530,475174
"Cole Gillespie","MIA","LF",27.1,,,,,1,0,-1,,0,0.3678570091724396,,-0.8070780038833618,0.09803489968180656,-0.3411860167980194,-6.690365374088287,,-1,0,-0.4552941961580315,"Cole Gillespie",5888,502261
"Alexei Ramirez","SDP","RF",22,,,,,-1,0,0,,-1,-0.8574709892272949,,0.12949199974536896,0.015726389829069376,-0.7122519910335541,-21.09069973230362,,0,0,-0.45739295382036455,"Alexei Ramirez",5133,493351
"Gordon Beckham","- - -","3B",110.1,,,,0,,-1,-4,,-5,,0.3268899917602539,-1.3283239603042603,0.2136753184022382,-0.7877590358257294,-10.664212927222252,,-1,-1,-0.46177853581230355,"Gordon Beckham",9015,493596
"Chris Gimenez","CLE","3B",9.2,,,,0,,0,-1,,-1,,0.11999999731779099,-0.7376530170440674,0.16918490175157785,-0.44846899062395096,-38.135174196213484,,-1,0,-0.46395186572438835,"Chris Gimenez",7324,460269
"Conor Gillaspie","SFG","3B",304.2,,,,0,,0,4,,4,,-0.23560699820518494,1.6345399618148804,0.8402040302753448,2.239143043756485,11.206313287434371,,-1,-1,-0.47178996960677444,"Conor Gillaspie",9009,543216
"Austin Romine","NYY","1B",26,,,,0,,0,0,,0,,,0.06804650276899338,0.08029005955904722,0.1483370065689087,7.416850328445435,,0,0,-0.4720962187175025,"Austin Romine",5491,519222
"Matt Szczur","CHC","RF",85.1,,,,,0,0,1,,1,0.68259197473526,,0.3927749991416931,0.1609824001789093,1.2363489866256714,24.61603134870529,,0,0,-0.4735529889983662,"Matt Szczur",11255,519333
"Tim Beckham","TBR","2B",159,,,,0,,-1,-1,,-2,,-0.03380269929766655,-0.08790049701929092,0.6049866676330566,0.4832833297550678,5.459336768835783,,-1,-1,-0.4811020139257797,"Tim Beckham",7949,542921
"Nick Franklin","TBR","SS",35.2,,,,0,,0,-2,,-2,,,-0.5529919862747192,-0.6507096122950315,-1.2036999464035034,-90.27749598026276,,-1,-1,-0.48164845424504077,"Nick Franklin",10166,545338
"Tyler Goeddel","PHI","LF",427.1,,,,,3,0,-1,,2,0.0657861977815628,,1.1667300462722778,-1.4117744229733944,-0.1792588084936142,-0.8312529812638576,,-1,1,-0.48721549733377056,"Tyler Goeddel",13180,595963
"Austin Barnes","LAD","2B",22,,,,0,,0,1,,1,,0.26914599537849426,-0.42037999629974365,0.1621531955897808,0.010919004678726196,-7.143935348306384,,-1,0,-0.48841767901499106,"Austin Barnes",12158,605131
"Jed Lowrie","OAK","SS",3,,,,0,,0,0,,0,,,-0.09662099927663803,0.036469459533691406,-0.06015149876475334,-9.022724814713001,,-1,-1,-0.4897622796171664,"Jed Lowrie",4418,476704
"Luis Sardinas","SEA","LF",9,,,,,0,0,0,,0,-0.468997985124588,,-0.39534899592399597,0.01301972009241581,-0.85132697224617,-127.6990458369255,,0,0,-0.49090578521282097,"Luis Sardinas",13153,596143
"Christian Bethancourt","SDP","LF",42.2,,,,,0,-1,-1,,-2,-0.2517490088939667,,-0.7570850253105164,-0.23822930082678795,-1.2470640242099762,-44.87678334116936,,0,0,-0.49302823305371046,"Christian Bethancourt",10028,542194
"Ryan Rua","TEX","3B",5,,,,0,,0,0,,0,,-0.03698109835386276,-0.04025169834494591,0.11875810287892818,0.041525699198246,4.501218628138304,,-1,0,-0.49386411363223265,"Ryan Rua",12409,607387
"Chris Coghlan","- - -","3B",136,,,,0,,-1,-1,,-2,,0.0626797005534172,-2.527370408177376,0.458490923512727,-2.0061983540654182,-18.900892020840395,,-1,-1,-0.4949914864024145,"Chris Coghlan",6878,458085
"Tony Renda","CIN","LF",23.1,,,,,0,0,0,,0,0.09960249811410904,,-0.5088549852371216,0.04221010021865368,-0.36704250425100327,-20.344175174832344,,0,0,-0.4993507942253112,"Tony Renda",13443,573113
"Ryan Schimpf","SDP","LF",8,,,,,0,0,0,,0,-0.02456190064549446,,0.16293999552726746,0.028469200246036053,0.1668471060693264,10.671390406787395,,-1,0,-0.5042419450725579,"Ryan Schimpf",9953,572114
"Ben Zobrist","CHC","LF",127.2,,,,,0,0,0,,0,0.09712029993534088,,0.4308440089225769,0.17780959606170654,0.7057743221521378,9.429180901497602,,0,0,-0.5093415172403377,"Ben Zobrist",7435,450314
"Taylor Featherston","PHI","2B",25.2,,,,0,,0,0,,0,,0.1499529927968979,0.4172990024089813,0.07674740813672543,0.6439999788999557,78.60563769936562,,-1,-1,-0.5105900546786708,"Taylor Featherston",12590,605227
"Tim Beckham","TBR","3B",42,,,,0,,0,1,,1,,-0.09170729666948318,0.6016939878463745,0.36526660062372684,0.8752527162432671,27.289288574829698,,-1,0,-0.5107429874288658,"Tim Beckham",7949,542921
"Ehire Adrianza","SFG","3B",19,,,,0,,0,0,,0,,,0.36158400774002075,0.02527688047848642,0.38686099648475647,0,,-1,-1,-0.5113380591705399,"Ehire Adrianza",8418,501303
"Gerardo Parra","COL","1B",134.2,,,,0,,0,0,,0,,,-1.6019400358200073,0.4543104022741318,-1.147629976272583,-13.241884341606728,,1,1,-0.5116310104513095,"Gerardo Parra",8553,467827
"Jefry Marte","LAA","1B",205,,,,0,,-1,1,,0,,,0.9819750189781189,-0.9526080247014761,0.02936740033328533,0.2447283361107111,,2,1,-0.518325089862604,"Jefry Marte",5107,527043
"Cole Gillespie","MIA","RF",19,,,,,-1,0,-1,,-2,-0.3807219862937927,,-1.4550299644470215,-0.20748498663306236,-2.043232023715973,-70.11689990758896,,0,0,-0.5245760246187811,"Cole Gillespie",5888,502261
"Daniel Descalso","COL","3B",18,,,,0,,0,-1,,-1,,,-0.19569000601768494,0.041604808531701565,-0.15408499538898468,-23.112749308347702,,-1,-1,-0.5333865886041448,"Daniel Descalso",8392,518614
"Joey Rickard","BAL","LF",240,,,,,-3,2,-2,,-3,-1.8170100450515747,,-0.8028619885444641,0.37113000452518463,-2.2487420439720154,-10.606260387407195,,2,0,-0.534636321713184,"Joey Rickard",13277,572073
"Steve Pearce","BAL","LF",49,,,,,0,0,-1,,-1,-0.6632660031318665,,0.03569890186190605,0.06661899946630001,-0.5609480068087578,-8.49648347745339,,-1,0,-0.5371773604241328,"Steve Pearce",9957,456665
"Brandon Drury","ARI","2B",82,,,,0,,0,2,,2,,,-0.16025300323963165,-0.3196752034127712,-0.47992798686027527,-8.998649753630161,,-1,-1,-0.5407034065164265,"Brandon Drury",11615,592273
"Alexei Ramirez","TBR","2B",8,,,,0,,0,0,,0,,,0.38785499334335327,0.03527717129327357,0.4231320023536682,63.46980035305023,,-1,-1,-0.5437792841964614,"Alexei Ramirez",5133,493351
"Enrique Hernández","LAD","SS",11,,,,0,,0,0,,0,,,0.015274199657142162,0.03526933933608234,0.05054359883069992,0,,-1,-1,-0.5451789655312145,"Enrique Hernandez",10472,571771
"Justin Upton","DET","CF",41,,,,,0,0,-1,,-1,-0.14583100378513336,,-1.1194299459457397,0.04263029992580414,-1.2226309925317764,-44.754929691553116,,-1,-1,-0.5587454724212055,"Justin Upton",5222,457708
"Ryan Kalish","CHC","LF",11,,,,,0,0,0,,0,,,-0.24483199417591095,0.008005739888176322,-0.23682600259780884,-35.523900389671326,,-1,-1,-0.5616379172434897,"Ryan Kalish",6962,501888
"Chase d'Arnaud","ATL","CF",34,,,,,0,0,-2,,-2,-0.07155310362577438,,-1.9308899641036987,0.06791560165584087,-1.9345331117510796,-41.26262086709695,,-1,-1,-0.5631951732068787,"Chase d'Arnaud",6652,488818
"Domingo Santana","MIL","CF",21,,,,,0,0,-1,,-1,0.5452569723129272,,-0.4479919970035553,0.007037800038233399,0.10430297255516052,-45.69596350193024,,-1,-1,-0.5664790872069925,"Domingo Santana",10348,570267
"Jarrett Parker","SFG","LF",114,,,,,0,1,0,,1,0.3553229868412018,,-0.4332540035247803,0.19678020477294922,0.11884897947311401,3.933759764409982,,-1,0,-0.5740627782793858,"Jarrett Parker",11624,592620
"Starling Marte","PIT","CF",96.1,,,,,0,0,-1,,-1,-0.0250410009175539,,-0.11089000105857849,0.12296240404248238,-0.012968400493264198,-0.20216895866539927,,0,-1,-0.5751120022591953,"Starling Marte",9241,516782
"Alejandro De Aza","NYM","CF",284.2,,,,,-1,-1,2,,0,-0.3038580119609833,,-0.6206560134887695,-0.02186880260705948,-0.9463820159435272,-5.146548092365265,,0,0,-0.5767100735167354,"Alejandro De Aza",3371,457477
"Chris Young","BOS","CF",25,,,,,-1,2,0,,1,-1.0693800449371338,,-0.8230950236320496,0.0876982994377613,-1.8047770261764526,-35.80938258341381,,0,-1,-0.5769370607076749,"Chris Young",3882,455759
"Matt Joyce","PIT","RF",266.2,,,,,0,0,1,,1,-0.4967919886112213,,-0.5794169902801514,0.4390130043029785,-0.6371959894895554,-4.624062019743418,,2,1,-0.5781114953686012,"Matt Joyce",3353,459964
"Jimmy Paredes","- - -","2B",13,,,,0,,0,0,,0,,,0.10924970358610153,-0.7253642596188001,-0.6161149218678474,-92.41723828017712,,-1,-1,-0.5808034137626656,"Jimmy Paredes",5481,517370
"Grant Green","SFG","2B",99,,,,0,,0,-2,,-2,,-0.12167900055646896,-0.9524409770965576,-0.5097119957208633,-1.58382897824049,-23.149039670825005,,-1,-1,-0.5841344595481723,"Grant Green",10053,502205
"Kris Bryant","CHC","1B",55.1,,,,0,,0,1,,1,,,0.6800510287284851,0.13455979619175196,0.81461101770401,30.547913163900375,,0,0,-0.5868542227703212,"Kris Bryant",15429,592178
"Dustin Ackley","NYY","RF",54.1,,,,,1,0,1,,2,-0.019043000414967537,,0.11325900256633759,0.037164200097322464,0.1313800048083067,4.664700198918581,,0,0,-0.5939659471356691,"Dustin Ackley",10099,554429
"Rickie Weeks Jr.","ARI","RF",9.1,,,,,0,0,0,,0,,,-0.45844998955726624,0.007068849867209792,-0.45138201117515564,0,,-1,-1,-0.6005739198847226,"Rickie Weeks Jr.",1849,430001
"Adam Frazier","PIT","RF",64.2,,,,,0,0,0,,0,0.07164490222930908,,0.14078600704669952,-0.7147529758512974,-0.5023211240768433,-9.567781289418539,,0,0,-0.6016247405099642,"Adam Frazier",15223,624428
"Rajai Davis","CLE","CF",595.1,,,,,0,0,-4,,-4,1.8129199743270874,,-1.3893300294876099,-0.5032194256782532,-0.07963001728057861,-0.970176849072109,,-1,0,-0.6033071363486286,"Rajai Davis",3708,434658
"Mark Canha","OAK","1B",30,,,,0,,0,-1,,-1,,,-0.10820899903774261,-0.6852315259166062,-0.7934399843215942,-39.67199921607971,,0,0,-0.6105810203523767,"Mark Canha",11445,592192
"Michael Martinez","CLE","3B",14,,,,0,,0,-1,,-1,,-0.11744099855422974,0.391961008310318,-1.4158505038358271,-1.1413310170173645,-155.78552149236202,,-1,-1,-0.6144026124977279,"Michael Martinez",7358,492841
"Daniel Robertson","SEA","LF",36.1,,,,,0,0,-1,,-1,,,-0.6768090128898621,-0.25869501382112503,-0.9355040192604065,-46.775200963020325,,-1,-1,-0.6213522233672982,"Daniel Robertson",6266,543706
"Willson Contreras","CHC","1B",19,,,,0,,0,-1,,-1,,,0.10916800051927567,0.04011560860089958,0.1492840051651001,22.392600774765015,,-1,0,-0.624633616809839,"Willson Contreras",11609,575929
"Chris Taylor","- - -","SS",46,,,,0,,0,0,,0,,,-0.31963101029396057,0.2687194962054491,-0.0509117990732193,-1.9091924652457237,,-1,-2,-0.6274734673314006,"Chris Taylor",13757,621035
"Reid Brignac","ATL","3B",31.2,,,,0,,0,1,,2,,-0.019764700904488564,0.7742710113525391,-0.362448500469327,0.39205830357968807,11.613513850606978,,-1,-1,-0.6320822665518745,"Reid Brignac",8380,458582
"Chad Pinder","OAK","SS",35,,,,0,,0,-1,,-1,,0.004218100104480982,-0.6226649880409241,0.2923512924462557,-0.3260959102772176,-12.260232386179268,,-1,-1,-0.639990324055004,"Chad Pinder",15191,640461
"Ryan LaMarre","BOS","LF",13,,,,,0,0,0,,0,-0.01737239956855774,,0.09590940177440643,0.027647399343550205,0.10618460178375244,6.660915166139603,,-1,-1,-0.6409266693614202,"Ryan LaMarre",10700,534606
"Whit Merrifield","KCR","RF",27,,,,,0,0,-1,,-1,-0.2909879982471466,,-1.0730700492858887,0.04138439893722534,-1.3226779997348785,-56.43430004517237,,0,0,-0.6411982247002452,"Whit Merrifield",11281,593160
"Hernán Pérez","MIL","CF",67,,,,,0,-1,-1,,-2,0.11461099982261658,,0.9386249780654907,-0.7615415155887604,0.2916940003633499,8.09254821922098,,-1,-1,-0.6459509204826523,"Hernan Perez",5751,541650
